"EMPRESA_SIGLA";"EMPRESA_NOME";"EMPRESA_NACIONALIDADE";"ANO";"MES";"AEROPORTO_DE_ORIGEM_SIGLA";"AEROPORTO_DE_ORIGEM_NOME";"AEROPORTO_DE_ORIGEM_UF";"AEROPORTO_DE_ORIGEM_REGIAO";"AEROPORTO_DE_ORIGEM_PAIS";"AEROPORTO_DE_ORIGEM_CONTINENTE";"AEROPORTO_DE_DESTINO_SIGLA";"AEROPORTO_DE_DESTINO_NOME";"AEROPORTO_DE_DESTINO_UF";"AEROPORTO_DE_DESTINO_REGIAO";"AEROPORTO_DE_DESTINO_PAIS";"AEROPORTO_DE_DESTINO_CONTINENTE";"NATUREZA";"GRUPO_DE_VOO";"PASSAGEIROS_PAGOS";"PASSAGEIROS_GRATIS";"CARGA_PAGA_KG";"CARGA_GRATIS_KG";"CORREIO_KG";"ASK";"RPK";"ATK";"RTK";"COMBUSTIVEL_LITROS";"DISTANCIA_VOADA_KM";"DECOLAGENS";"CARGA_PAGA_KM";"CARGA_GRATIS_KM";"CORREIO_KM";"ASSENTOS";"PAYLOAD";"HORAS_VOADAS";"BAGAGEM_KG"
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"965";"23";"52550";"0";"14271";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"733";"19";"83301";"30";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"13";"0";"98";"0";"2291460";"265346";"293220";"54022";"";"10860";"30";"30155000";"46336";"0";"6330";"810000";"19,09";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"242";"17";"30535";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"2608";"86";"84673";"0";"0";"47293800";"20157200";"3586260";"2468570";"";"224141";"29";"654438000";"0";"0";"6119";"464000";"280,58";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"3046";"153";"195559";"26";"8790";"42518600";"25383500";"7052850";"4216650";"";"201510";"30";"1873100000";"376152";"59042400";"6330";"1050000";"244,16";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"22";"0";"181";"0";"2291460";"370326";"293220";"68154";"";"10860";"30";"34840300";"169054";"0";"6330";"810000";"20,5";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"0";"0";"0";"0";"853284";"81554";"109188";"17623";"";"4044";"12";"10290300";"0";"0";"2532";"324000";"8,56";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"4563";"201";"328414";"0";"0";"84484500";"39612400";"12407200";"6524270";"";"354492";"43";"2959180000";"0";"0";"10248";"1505000";"425,34";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"2886";"114";"278794";"0";"2";"48513100";"22118300";"8047200";"4127320";"";"229920";"30";"2136680000";"0";"15328";"6330";"1050000";"294,32";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"5482";"282";"439069";"0";"1357";"83226800";"46879200";"13805400";"8658580";"";"394440";"60";"4414240000";"0";"25244200";"12660";"2100000";"482,36";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"1";"0";"0";"0";"924391";"65715";"118287";"16461";"";"4381";"13";"10552500";"0";"0";"2743";"351000";"7,32";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1133";"49";"79750";"0";"435";"7197210";"1931760";"930066";"316319";"";"34110";"30";"132211000";"0";"10261400";"6330";"818000";"21,16";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1515";"94";"69344";"0";"759";"9938100";"3893600";"1296820";"565382";"";"47100";"30";"191374000";"0";"23597100";"6330";"826000";"36,07";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"721";"16";"40729";"0";"1851";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"936";"69";"40247";"0";"0";"7197210";"1884010";"920970";"263720";"";"34110";"30";"92069700";"0";"2104590";"6330";"810000";"76,02";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"928";"5";"191672";"0";"632";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1585";"94";"96488";"0";"143";"9606830";"3912440";"1229310";"801322";"";"45530";"29";"448047000";"0";"1169650";"6119";"783000";"85,91";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"11";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"SSBG";"BENTO GONÇALVES";"RS";"SUL";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"55";"0";"1130";"0";"0";"160571";"57836";"20547";"8203";"";"761";"1";"2975510";"0";"22830";"211";"27000";"3,13";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"6147";"306";"274199";"0";"712";"81285800";"50675900";"11830100";"6827180";"";"338004";"41";"2260500000";"0";"5869730";"9860";"1435000";"586,6";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"3014";"73";"19566";"0";"11613";"45662900";"23295200";"3462590";"2337540";"";"216412";"28";"151226000";"0";"89756900";"5908";"448000";"397,34";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"4243";"111";"161073";"0";"4793";"48513100";"32518400";"8047200";"4197830";"";"229920";"30";"1234460000";"0";"36733600";"6330";"1050000";"432,76";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"869";"20";"52459";"244";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"3215";"130";"35967";"3949";"24464";"43935900";"27432200";"7287940";"3227170";"";"208227";"31";"593958000";"28164400";"164325000";"6541";"1085000";"493,05";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"6627";"263";"151169";"0";"7697";"86257500";"54518200";"14265600";"6646850";"";"407588";"62";"1493250000";"0";"246998000";"13121";"2170000";"996,43";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"621";"32";"28107";"0";"10797";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1045";"25";"47869";"0";"19078";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"875";"24";"91005";"30";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"25";"0";"69";"0";"2367840";"316750";"302994";"61436";"";"11222";"31";"32943800";"35838";"0";"6541";"837000";"723,9";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"2663";"98";"117863";"0";"6";"47293800";"20582300";"3586260";"2763400";"";"224141";"29";"910963000";"0";"46374";"6119";"464000";"420,85";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"3556";"130";"194972";"1";"10428";"42518600";"29763000";"7052850";"4669610";"";"201510";"30";"1920910000";"208227";"70044900";"6330";"1050000";"482,69";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"SBGL";"RIO DE JANEIRO";"RJ";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SBCF";"CONFINS";"MG";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"0";"40";"0";"52";"0";"2291460";"314578";"293220";"47289";"";"10860";"30";"18990200";"107152";"0";"6330";"810000";"700,62";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KDFW";"DALLAS & FORT WORTH, TEXAS";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"5399";"261";"293841";"0";"0";"77485400";"43627200";"11253100";"6259050";"";"321516";"39";"2332610000";"0";"0";"9399";"1365000";"562,63";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KJFK";"NEW YORK, NEW YORK";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"3509";"131";"303057";"0";"2";"48513100";"26893000";"8047200";"4743000";"";"229920";"30";"2322630000";"0";"15328";"6330";"1050000";"442,76";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"8223";"211";"415033";"0";"3135";"84614000";"62052000";"14035500";"9484200";"";"401014";"61";"3868110000";"0";"31443400";"12871";"2135000";"982,85";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1479";"83";"76726";"0";"258";"7241550";"2509360";"939162";"369979";"";"34110";"30";"131582000";"0";"12569500";"6369";"826000";"698,34";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"2773";"79";"72761";"0";"1920";"9938100";"5994260";"1296820";"761825";"";"47100";"30";"189389000";"0";"32966900";"6330";"826000";"683,97";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"615";"27";"23072";"0";"1057";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"SGAS";"ASUNCIÓN";"";"";"PARAGUAI";"AMÉRICA DO SUL";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"994";"37";"38052";"0";"7";"7197210";"1829430";"920970";"235343";"";"34110";"30";"69498000";"0";"1209770";"6330";"810000";"648,64";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"KMIA";"MIAMI, FLORIDA";"";"";"ESTADOS UNIDOS DA AMÉRICA";"AMÉRICA DO NORTE";"INTERNACIONAL";"REGULAR";"612";"5";"151427";"0";"738";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"AAL";"AMERICAN AIRLINES, INC.";"ESTRANGEIRA";"2000";"12";"SUMU";"MONTEVIDEO, MONTEVIDEO";"";"";"URUGUAI";"AMÉRICA DO SUL";"SBGR";"GUARULHOS";"SP";"SUDESTE";"BRASIL";"AMÉRICA DO SUL";"INTERNACIONAL";"REGULAR";"1645";"62";"136328";"0";"10";"9938100";"3543490";"1271700";"771848";"";"47100";"30";"451775000";"0";"1174360";"6330";"810000";"630,88";""
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"1";"SBCV";"CARAVELAS";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SBSV";"SALVADOR";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"12";"1";"0";"0";"0";"8055";"2148";"3007";"182";"400";"537";"1";"0";"0";"0";"15";"5600";"1,52";"120"
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"1";"SBCV";"CARAVELAS";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SNTF";"TEIXEIRA DE FREITAS";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"1";"0";"0";"0";"0";"5520";"414";"2056";"30";"440";"368";"8";"0";"0";"0";"120";"44800";"2,73";"0"
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"1";"SBLP";"BOM JESUS DA LAPA";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SBSV";"SALVADOR";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"68";"1";"3";"0";"0";"57960";"8280";"21637";"701";"2810";"3864";"7";"1656";"0";"0";"105";"39200";"12,93";"579"
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"1";"SBLP";"BOM JESUS DA LAPA";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SNGI";"GUANAMBI";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"0";"2";"54";"0";"0";"26670";"6731";"9954";"557";"1495";"1778";"14";"6858";"0";"0";"210";"78400";"8,17";"0"
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"1";"SBSV";"SALVADOR";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SBCV";"CARAVELAS";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"4";"1";"0";"0";"0";"8055";"537";"3007";"45";"400";"537";"1";"0";"0";"0";"15";"5600";"1,65";"15"
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"1";"SBSV";"SALVADOR";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SBLP";"BOM JESUS DA LAPA";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"68";"0";"613";"0";"0";"66240";"19320";"24728";"1749";"3200";"4416";"8";"157872";"0";"0";"120";"44800";"14,82";"453"
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"1";"SBSV";"SALVADOR";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SNGI";"GUANAMBI";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"39";"0";"388";"0";"0";"97500";"36000";"36400";"3309";"5025";"6500";"13";"357500";"0";"0";"195";"72800";"22,32";"323"
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"1";"SBSV";"SALVADOR";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SNTF";"TEIXEIRA DE FREITAS";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"86";"0";"499";"0";"0";"159900";"47437";"59680";"4224";"8000";"10660";"20";"265967";"0";"0";"300";"112000";"37,36";"767"
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"1";"SNGI";"GUANAMBI";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SBLP";"BOM JESUS DA LAPA";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"0";"0";"0";"0";"0";"24765";"4191";"9243";"375";"1385";"1651";"13";"41529";"0";"0";"195";"72800";"7,61";"0"
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"1";"SNGI";"GUANAMBI";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SBSV";"SALVADOR";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"34";"0";"0";"0";"0";"105000";"43500";"39200";"3602";"5415";"7000";"14";"0";"0";"0";"210";"78400";"22,67";"260"
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"1";"SNTF";"TEIXEIRA DE FREITAS";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SBCV";"CARAVELAS";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"3";"0";"0";"0";"0";"5520";"276";"2056";"21";"440";"368";"8";"0";"0";"0";"120";"44800";"2,82";"30"
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"1";"SNTF";"TEIXEIRA DE FREITAS";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SBSV";"SALVADOR";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"113";"0";"0";"0";"0";"159900";"64493";"59680";"5353";"8000";"10660";"20";"0";"0";"0";"300";"112000";"33,67";"908"
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"2";"SBCV";"CARAVELAS";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SBSV";"SALVADOR";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"10";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"75"
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"2";"SBCV";"CARAVELAS";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SNTF";"TEIXEIRA DE FREITAS";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"0";"1";"0";"0";"0";"8970";"460";"3341";"34";"715";"598";"13";"0";"0";"0";"195";"72800";"4,32";"0"
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"2";"SBLP";"BOM JESUS DA LAPA";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SBSV";"SALVADOR";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"62";"0";"48";"0";"0";"24840";"2760";"9273";"234";"1200";"1656";"3";"0";"0";"0";"45";"16800";"5,3";"470"
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"2";"SBLP";"BOM JESUS DA LAPA";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SNGI";"GUANAMBI";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"0";"0";"92";"0";"0";"34290";"7239";"12798";"606";"1945";"2286";"18";"17780";"0";"0";"270";"100800";"10,52";"0"
"ABJ";"ABAETÉ LINHAS AÉREAS S.A.";"BRASILEIRA";"2000";"2";"SBSV";"SALVADOR";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"SBCV";"CARAVELAS";"BA";"NORDESTE";"BRASIL";"AMÉRICA DO SUL";"DOMÉSTICA";"REGULAR";"11";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"113"
